Retailer_code,Product_number,Order_method_code,Date,Quantity,Unit_price,Unit_sale_price
1192,113110,4,10/11/2015,596,12.81,12.17
1192,114110,4,10/11/2015,55,219.30,203.95
1197,13110,5,10/11/2015,164,582.42,541.65
1194,69110,5,10/11/2015,57,110.00,102.30
1194,70240,5,10/11/2015,60,122.70,114.11
1326,38110,5,08/11/2015,213,31.55,30.60
1326,77110,5,08/11/2015,61,92.29,86.75
1326,87110,5,08/11/2015,1178,6.01,5.77
1326,102110,5,08/11/2015,61,928.53,863.53
1193,109110,4,10/11/2015,456,76.86,71.48
1194,69110,4,08/11/2015,63,110.00,102.30
1194,70240,4,08/11/2015,66,122.70,114.11
1313,35110,5,11/11/2015,180,26.54,25.74
1313,88110,5,11/11/2015,509,7.00,6.79
1189,67110,4,11/11/2015,24,294.38,279.66
1195,19110,5,14/12/2015,202,265.14,246.58
1192,103110,4,06/12/2015,50,532.75,495.46
1192,107110,4,06/12/2015,33,1359.72,1264.54
1192,112110,4,06/12/2015,499,10.64,10.32
1192,113110,4,06/12/2015,567,12.81,12.30
1192,115110,4,06/12/2015,466,10.71,10.39
1326,77110,5,06/12/2015,85,92.29,85.83
1326,87110,5,06/12/2015,1057,6.01,5.77
1326,102110,5,06/12/2015,66,928.53,863.53
1189,67110,4,09/12/2015,30,294.38,276.72
1194,68110,5,09/12/2015,68,61.84,57.51
1194,69110,5,09/12/2015,81,110.00,102.30
1194,70240,5,09/12/2015,78,122.70,114.11
1192,3110,4,09/12/2015,607,23.80,22.61
1192,4110,4,09/12/2015,1084,3.66,3.44
1192,9110,4,09/12/2015,1293,13.22,12.29
1192,15110,4,09/12/2015,29,831.88,773.65
1192,21110,4,09/12/2015,299,40.65,38.62
1192,22110,4,09/12/2015,265,17.65,16.94
1192,26110,4,09/12/2015,177,370.86,344.90
1192,29110,4,09/12/2015,420,73.50,68.36
1192,31110,4,09/12/2015,602,16.29,15.48
1192,32110,4,09/12/2015,427,27.37,26.28
1192,36110,4,09/12/2015,444,34.90,33.16
1192,3110,4,09/12/2015,542,23.80,22.61
1192,4110,4,09/12/2015,977,3.66,3.44
1192,9110,4,09/12/2015,1156,13.22,12.29
1192,15110,4,09/12/2015,25,831.88,773.65
1192,21110,4,09/12/2015,271,40.65,38.62
1192,22110,4,09/12/2015,240,17.65,16.94
1192,26110,4,09/12/2015,150,370.86,344.90
1192,29110,4,09/12/2015,359,73.50,68.36
1192,31110,4,09/12/2015,543,16.29,15.48
1192,32110,4,09/12/2015,381,27.37,26.28
1192,36110,4,09/12/2015,396,34.90,33.16
1192,40110,4,09/12/2015,656,27.81,26.70
1192,88110,4,09/12/2015,584,7.00,6.79
1192,89110,4,09/12/2015,1127,7.00,6.72
1192,94110,4,09/12/2015,2433,5.00,4.70
1192,101110,4,09/12/2015,54,630.25,586.13
1192,106110,4,09/12/2015,35,1161.46,1080.16
1192,108110,4,09/12/2015,22,910.82,856.17
1192,109110,4,09/12/2015,494,76.86,71.48
1192,110110,4,09/12/2015,150,98.75,91.84
1197,92110,5,09/12/2015,1177,5.00,4.80
1194,68110,4,06/12/2015,59,61.84,57.51
1194,69110,4,06/12/2015,70,110.00,102.30
1194,70240,4,06/12/2015,67,122.70,114.11
1313,35110,5,09/12/2015,211,26.54,25.74
1194,63130,5,10/01/2016,69,48.88,47.41
1194,63140,5,10/01/2016,90,48.88,47.41
1194,68190,5,10/01/2016,22,61.84,61.84
1194,68200,5,10/01/2016,35,61.84,58.75
1194,68220,5,10/01/2016,34,61.84,60.60
1194,68230,5,10/01/2016,10,61.84,60.60
1194,68240,5,10/01/2016,28,61.84,60.60
1194,68250,5,10/01/2016,56,61.84,58.13
1194,71110,5,10/01/2016,18,95.62,93.71
1326,38110,5,10/01/2016,213,31.55,30.92
1326,77110,5,10/01/2016,100,92.29,86.75
1326,87110,5,10/01/2016,614,6.01,5.89
1326,102110,5,10/01/2016,54,928.53,872.82
1194,63130,5,13/01/2016,63,48.88,47.41
1194,63140,5,13/01/2016,81,48.88,47.41
1194,68120,5,13/01/2016,10,61.84,61.84
1194,68200,5,13/01/2016,32,61.84,58.75
1194,68230,5,13/01/2016,19,61.84,60.60
1194,68250,5,13/01/2016,28,61.84,58.13
1194,69110,5,13/01/2016,26,110.00,105.60
1194,71110,5,13/01/2016,17,95.62,93.71
1197,13110,5,13/01/2016,188,582.42,547.47
1197,86110,5,13/01/2016,1089,6.00,5.82
1197,96110,5,13/01/2016,113,23.00,22.54
1192,4110,4,14/01/2016,1050,3.66,3.55
1192,5110,4,14/01/2016,576,54.93,52.73
1192,9110,4,14/01/2016,3073,13.22,7.93
1192,15110,4,14/01/2016,35,831.88,781.97
1192,21110,4,14/01/2016,255,40.65,39.02
1192,22110,4,14/01/2016,253,17.65,17.12
1192,23110,4,14/01/2016,198,104.48,98.21
1192,25110,4,14/01/2016,222,285.89,268.74
1192,26110,4,14/01/2016,183,370.86,348.61
1192,32110,4,14/01/2016,379,27.37,26.55
1192,35110,4,14/01/2016,204,26.54,26.01
1192,39110,4,14/01/2016,82,67.73,63.67
1192,63110,4,14/01/2016,104,48.88,47.41
1192,64110,4,14/01/2016,73,41.61,40.78
1192,68120,4,14/01/2016,11,61.84,61.84
1192,68230,4,14/01/2016,11,61.84,61.84
1192,82110,4,14/01/2016,577,32.72,31.74
1192,88110,4,14/01/2016,322,7.00,6.86
1192,89110,4,14/01/2016,633,7.00,6.86
1192,97110,4,14/01/2016,115,35.00,33.95
1192,99110,4,14/01/2016,99,5.23,5.23
1192,103110,4,14/01/2016,44,532.75,500.79
1192,110110,4,14/01/2016,179,88.75,83.43
1192,104110,4,17/01/2016,42,889.02,835.68
1192,105110,4,17/01/2016,61,1271.08,1194.82
1192,108110,4,17/01/2016,42,910.82,856.17
1192,109110,4,17/01/2016,547,76.86,72.25
1192,111110,4,17/01/2016,191,180.63,169.79
1192,114110,4,17/01/2016,29,219.30,210.53
1192,115110,4,17/01/2016,553,10.71,10.39
1189,50110,4,13/01/2016,2461,4.00,3.80
1189,51110,4,13/01/2016,198,70.00,65.80
1193,109110,4,13/01/2016,509,76.86,72.25
1192,9110,4,13/01/2016,1346,13.22,12.69
1192,15110,4,13/01/2016,31,831.88,781.97
1192,21110,4,13/01/2016,262,40.65,39.02
1192,22110,4,13/01/2016,253,17.65,17.12
1192,23110,4,13/01/2016,195,104.48,98.21
1192,25110,4,13/01/2016,218,285.89,268.74
1192,32110,4,13/01/2016,332,27.37,26.55
1192,35110,4,13/01/2016,177,26.54,26.01
1192,39110,4,13/01/2016,73,67.73,63.67
1192,88110,4,13/01/2016,320,7.00,6.86
1192,99110,4,13/01/2016,90,5.23,5.23
1192,103110,4,13/01/2016,44,532.75,500.79
1192,110110,4,13/01/2016,163,88.75,83.43
1195,42110,5,14/01/2016,84,160.00,150.40
1195,43110,5,14/01/2016,50,190.00,178.60
1195,44110,5,14/01/2016,75,346.66,325.86
1195,45110,5,14/01/2016,48,574.98,540.48
1195,53110,5,14/01/2016,158,39.99,38.79
1195,54110,5,14/01/2016,224,52.99,51.40
1195,55110,5,14/01/2016,978,8.00,7.84
1195,56110,5,14/01/2016,169,18.00,17.64
1195,48110,5,14/02/2016,247,110.00,103.40
1195,49110,5,14/02/2016,95,33.00,33.00
1195,57110,5,14/02/2016,223,80.00,75.20
1195,58110,5,14/02/2016,161,79.98,75.18
1195,59110,5,14/02/2016,110,59.99,58.19
1195,60110,5,14/02/2016,351,20.00,19.60
1195,61110,5,14/02/2016,574,40.00,38.40
1195,62110,5,14/02/2016,379,80.00,75.20
1192,23110,4,08/02/2016,222,104.48,98.21
1192,101110,4,08/02/2016,65,461.00,322.70
1192,106110,4,08/02/2016,65,696.00,696.00
1192,110110,4,08/02/2016,65,88.75,88.75
1192,9110,4,11/02/2016,1240,13.22,12.69
1192,12110,4,11/02/2016,106,650.89,611.84
1192,15110,4,11/02/2016,31,831.88,781.97
1192,22110,4,11/02/2016,253,17.65,17.30
1192,23110,4,11/02/2016,369,104.48,98.21
1192,31110,4,11/02/2016,535,16.29,15.64
1192,32110,4,11/02/2016,382,27.37,26.55
1192,37110,4,11/02/2016,35,52.15,51.11
1192,69110,4,11/02/2016,26,110.00,103.40
1192,88110,4,11/02/2016,314,7.00,6.86
1192,97110,4,11/02/2016,113,35.00,33.95
1192,103110,4,11/02/2016,46,532.75,500.79
1192,108110,4,11/02/2016,36,910.82,856.17
1192,109110,4,11/02/2016,535,76.86,72.25
1192,110110,4,11/02/2016,172,88.75,83.43
1192,112110,4,11/02/2016,666,10.64,10.21
1192,115110,4,11/02/2016,433,10.71,10.39
1313,35110,5,11/02/2016,169,26.54,26.01
1197,11110,5,10/02/2016,327,370.13,347.92
1189,53110,4,11/02/2016,151,39.99,38.79
1189,54110,4,11/02/2016,259,52.99,51.40
1189,55110,4,11/02/2016,1018,8.00,7.76
1194,63130,5,11/02/2016,64,48.88,47.41
1194,63140,5,11/02/2016,80,48.88,47.41
1194,68200,5,11/02/2016,34,61.84,58.75
1194,68220,5,11/02/2016,30,61.84,59.37
1194,68230,5,11/02/2016,13,61.84,60.60
1194,68250,5,11/02/2016,27,61.84,58.13
1194,71110,5,11/02/2016,17,95.62,93.71
1194,72110,5,11/02/2016,10,148.30,145.33
1192,101110,4,17/02/2016,35,461.00,433.34
1192,102110,4,17/02/2016,50,928.53,872.82
1192,104110,4,17/02/2016,46,889.02,835.68
1192,106110,4,17/02/2016,24,696.00,661.20
1192,110110,4,17/02/2016,147,88.75,83.43
1192,111110,4,17/02/2016,173,180.63,169.79
1192,113110,4,17/02/2016,651,12.81,12.43
1192,3110,4,07/02/2016,598,23.80,23.09
1192,9110,4,07/02/2016,3390,13.22,7.93
1192,12110,4,07/02/2016,110,650.89,611.84
1192,15110,4,07/02/2016,32,831.88,781.97
1192,17110,4,07/02/2016,410,90.09,84.68
1192,18110,4,07/02/2016,310,146.83,138.02
1192,22110,4,07/02/2016,424,17.65,12.36
1192,25110,4,07/02/2016,220,285.89,268.74
1192,26110,4,07/02/2016,198,370.86,348.61
1192,28110,4,07/02/2016,575,33.59,32.58
1192,31110,4,07/02/2016,576,16.29,15.64
1192,32110,4,07/02/2016,409,27.37,26.55
1192,37110,4,07/02/2016,36,52.15,51.11
1192,39110,4,07/02/2016,89,67.73,63.67
1192,40110,4,07/02/2016,666,27.81,26.98
1192,66110,4,07/02/2016,38,98.01,96.05
1192,69110,4,07/02/2016,51,110.00,103.40
1192,79110,4,07/02/2016,87,134.11,126.06
1192,88110,4,07/02/2016,297,7.00,6.86
1192,89110,4,07/02/2016,606,7.00,6.86
1192,93110,4,07/02/2016,1096,5.00,4.85
1192,94110,4,07/02/2016,2147,5.00,4.75
1192,97110,4,07/02/2016,112,35.00,33.95
1192,103110,4,07/02/2016,43,532.75,500.79
1192,108110,4,07/02/2016,33,910.82,856.17
1192,109110,4,07/02/2016,536,76.86,72.25
1192,112110,4,07/02/2016,639,10.64,10.21
1192,115110,4,07/02/2016,373,10.71,10.39
1194,63130,5,08/02/2016,65,48.88,47.41
1194,63140,5,08/02/2016,83,48.88,47.41
1194,68110,5,08/02/2016,19,61.84,61.84
1194,68120,5,08/02/2016,32,61.84,60.60
1194,68200,5,08/02/2016,35,61.84,58.75
1194,68220,5,08/02/2016,30,61.84,59.37
1194,68230,5,08/02/2016,26,61.84,60.60
1194,68240,5,08/02/2016,26,61.84,60.60
1194,68250,5,08/02/2016,58,61.84,58.13
1194,69120,5,08/02/2016,32,110.00,104.50
1194,71110,5,08/02/2016,17,95.62,93.71
1194,72110,5,08/02/2016,10,148.30,145.33
1326,77110,5,08/02/2016,51,92.29,88.60
1193,106110,5,11/02/2016,74,696.00,654.24
1194,63130,5,11/03/2016,69,48.88,47.41
1194,63140,5,11/03/2016,83,48.88,47.41
1194,68110,5,11/03/2016,20,61.84,61.84
1194,68220,5,11/03/2016,35,61.84,60.60
1194,68240,5,11/03/2016,29,61.84,59.37
1194,68250,5,11/03/2016,25,61.84,59.98
1194,69110,5,11/03/2016,26,110.00,103.40
1194,70240,5,11/03/2016,48,122.70,115.34
1194,71110,5,11/03/2016,19,95.62,93.71
1313,35110,5,11/03/2016,165,26.54,26.01
1197,11110,5,11/03/2016,317,370.13,347.92
1197,86110,5,11/03/2016,952,6.00,5.88
1197,92110,5,11/03/2016,811,5.00,4.90
1192,102110,4,10/03/2016,49,928.53,872.82
1192,103110,4,10/03/2016,42,532.75,500.79
1192,105110,4,10/03/2016,57,1271.08,1194.82
1192,107110,4,10/03/2016,33,1359.72,1278.14
1192,108110,4,10/03/2016,40,910.82,856.17
1192,112110,4,10/03/2016,602,10.64,10.32
1192,115110,4,10/03/2016,1703,10.71,5.36
1192,4110,4,09/03/2016,974,3.66,3.59
1192,16110,4,09/03/2016,1646,2.06,1.94
1192,22110,4,09/03/2016,409,17.65,12.36
1192,32110,4,09/03/2016,354,27.37,26.55
1192,68230,4,09/03/2016,11,61.84,61.84
1192,68250,4,09/03/2016,28,61.84,60.60
1192,79110,4,09/03/2016,94,134.11,126.06
1192,88110,4,09/03/2016,332,7.00,6.86
1192,95110,4,09/03/2016,907,6.00,5.88
1192,97110,4,09/03/2016,107,35.00,33.95
1192,99110,4,09/03/2016,93,5.23,5.23
1192,101110,4,09/03/2016,157,461.00,378.02
1192,106110,4,09/03/2016,123,696.00,675.12
1192,109110,4,09/03/2016,520,76.86,72.25
1192,110110,4,09/03/2016,91,88.75,88.75
1192,113110,4,09/03/2016,690,12.81,12.30
1192,114110,4,09/03/2016,67,219.30,206.14
1194,63130,5,08/03/2016,72,48.88,47.41
1194,63140,5,08/03/2016,87,48.88,47.41
1194,68190,5,08/03/2016,23,61.84,61.84
1194,68200,5,08/03/2016,31,61.84,60.60
1194,68240,5,08/03/2016,29,61.84,59.37
1194,68250,5,08/03/2016,25,61.84,59.98
1194,69110,5,08/03/2016,26,110.00,103.40
1194,70240,5,08/03/2016,44,122.70,115.34
1194,71110,5,08/03/2016,18,95.62,93.71
1193,107110,5,11/03/2016,36,1359.72,1278.14
1326,38110,5,08/03/2016,238,31.55,30.92
1192,16110,4,11/03/2016,1500,2.06,1.94
1192,22110,4,11/03/2016,292,17.65,17.30
1192,32110,4,11/03/2016,325,27.37,26.55
1192,33110,4,11/03/2016,199,29.44,28.85
1192,36110,4,11/03/2016,362,34.90,33.85
1192,37110,4,11/03/2016,32,52.15,52.15
1192,40110,4,11/03/2016,550,27.81,26.98
1192,41110,4,11/03/2016,111,35.09,34.04
1192,88110,4,11/03/2016,346,7.00,6.86
1192,97110,4,11/03/2016,105,35.00,33.95
1192,99110,4,11/03/2016,89,5.23,5.23
1192,101110,4,11/03/2016,69,461.00,433.34
1192,106110,4,11/03/2016,66,696.00,654.24
1192,109110,4,11/03/2016,509,76.86,72.25
1192,113110,4,11/03/2016,707,12.81,12.30
1192,114110,4,11/03/2016,71,219.30,206.14
1189,75110,4,11/03/2016,178,119.69,112.51
1195,49110,5,10/03/2016,89,33.00,33.00
1195,50110,5,10/03/2016,2600,4.00,3.76
1195,51110,5,10/03/2016,196,70.00,65.80
1195,52110,5,10/03/2016,307,38.00,36.86
1195,57110,5,10/03/2016,232,80.00,75.20
1195,58110,5,10/03/2016,154,79.98,75.18
1195,59110,5,10/03/2016,108,59.99,58.19
1195,49110,5,15/04/2016,94,33.00,33.00
1195,57110,5,15/04/2016,217,80.00,75.20
1195,58110,5,15/04/2016,155,79.98,75.18
1195,59110,5,15/04/2016,110,59.99,58.19
1195,60110,5,15/04/2016,340,20.00,19.60
1195,61110,5,15/04/2016,524,40.00,38.40
1195,62110,5,15/04/2016,318,80.00,75.20
1192,105110,4,12/04/2016,45,1271.08,1194.82
1192,107110,4,12/04/2016,32,1359.72,1278.14
1192,108110,4,12/04/2016,37,910.82,856.17
1192,112110,4,12/04/2016,492,10.64,10.43
1192,114110,4,12/04/2016,52,219.30,206.14
1192,3110,4,20/04/2016,1026,23.80,16.66
1192,5110,4,20/04/2016,508,54.93,52.18
1192,12110,4,20/04/2016,85,650.89,611.84
1192,15110,4,20/04/2016,25,831.88,790.29
1192,21110,4,20/04/2016,232,40.65,39.43
1192,22110,4,20/04/2016,234,17.65,17.30
1192,23110,4,20/04/2016,108,104.48,98.21
1192,26110,4,20/04/2016,147,370.86,348.61
1192,28110,4,20/04/2016,507,33.59,32.25
1192,29110,4,20/04/2016,352,73.50,69.09
1192,31110,4,20/04/2016,466,16.29,15.96
1192,32110,4,20/04/2016,305,27.37,26.55
1192,33110,4,20/04/2016,165,29.44,28.85
1192,37110,4,20/04/2016,32,52.15,51.11
1192,63110,4,20/04/2016,86,48.88,47.41
1192,64110,4,20/04/2016,60,41.61,40.36
1192,68120,4,20/04/2016,20,61.84,59.98
1192,68230,4,20/04/2016,13,61.84,61.84
1192,69110,4,20/04/2016,23,110.00,106.70
1192,79110,4,20/04/2016,77,134.11,126.06
1192,82110,4,20/04/2016,467,32.72,32.07
1192,88110,4,20/04/2016,278,7.00,7.00
1192,89110,4,20/04/2016,568,7.00,6.79
1192,93110,4,20/04/2016,886,5.00,4.80
1192,95110,4,20/04/2016,788,6.00,5.76
1192,97110,4,20/04/2016,82,35.00,34.30
1192,99110,4,20/04/2016,77,5.23,5.23
1192,109110,4,20/04/2016,424,76.86,72.25
1192,110110,4,20/04/2016,152,88.75,83.43
1192,111110,4,20/04/2016,173,180.63,169.79
1194,63130,5,12/04/2016,67,48.88,47.41
1194,63140,5,12/04/2016,77,48.88,47.41
1194,68110,5,12/04/2016,15,61.84,60.60
1194,68200,5,12/04/2016,30,61.84,60.60
1194,68230,5,12/04/2016,11,61.84,60.60
1194,68250,5,12/04/2016,44,61.84,58.75
1194,69110,5,12/04/2016,20,110.00,103.40
1194,69120,5,12/04/2016,12,110.00,106.70
1194,83110,5,12/04/2016,85,96.44,90.65
1313,35110,5,15/04/2016,165,26.54,26.01
1197,11110,5,15/04/2016,335,370.13,347.92
1197,92110,5,15/04/2016,702,5.00,4.90
1197,96110,5,15/04/2016,109,23.00,22.54
1192,3110,4,15/04/2016,559,23.80,23.09
1192,5110,4,15/04/2016,530,54.93,52.18
1192,26110,4,15/04/2016,153,370.86,348.61
1192,28110,4,15/04/2016,525,33.59,32.25
1192,29110,4,15/04/2016,364,73.50,69.09
1192,32110,4,15/04/2016,300,27.37,26.55
1192,33110,4,15/04/2016,163,29.44,28.85
1192,37110,4,15/04/2016,33,52.15,51.11
1192,63110,4,15/04/2016,88,48.88,47.41
1192,64110,4,15/04/2016,64,41.61,40.36
1192,68120,4,15/04/2016,21,61.84,59.98
1192,79110,4,15/04/2016,82,134.11,126.06
1192,89110,4,15/04/2016,630,7.00,6.79
1192,93110,4,15/04/2016,911,5.00,4.80
1192,95110,4,15/04/2016,810,6.00,5.76
1194,63130,5,15/04/2016,67,48.88,47.41
1194,63140,5,15/04/2016,78,48.88,47.41
1194,68110,5,15/04/2016,16,61.84,60.60
1194,68230,5,15/04/2016,26,61.84,60.60
1194,68250,5,15/04/2016,23,61.84,58.75
1194,69110,5,15/04/2016,23,110.00,103.40
1194,69120,5,15/04/2016,13,110.00,106.70
1194,70240,5,15/04/2016,48,122.70,115.34
1194,71110,5,15/04/2016,16,95.62,95.62
1194,72110,5,15/04/2016,8,148.30,148.30
1194,83110,5,15/04/2016,91,96.44,90.65
1326,38110,5,12/04/2016,189,31.55,30.92
1326,77110,5,12/04/2016,68,92.29,87.68
1326,102110,5,12/04/2016,50,928.53,872.82
1193,106110,5,15/04/2016,62,696.00,654.24
1189,53110,4,15/04/2016,146,39.99,38.79
1189,54110,4,15/04/2016,206,52.99,51.40
1189,55110,4,15/04/2016,939,8.00,7.84
1194,63140,5,10/05/2016,78,48.88,47.41
1194,68110,5,10/05/2016,37,61.84,58.13
1194,68190,5,10/05/2016,18,61.84,60.60
1194,68230,5,10/05/2016,30,61.84,59.98
1194,72110,5,10/05/2016,7,148.30,148.30
1313,35110,5,13/05/2016,147,26.54,26.01
1189,53110,4,13/05/2016,152,39.99,38.79
1189,54110,4,13/05/2016,188,52.99,51.40
1189,55110,4,13/05/2016,837,8.00,7.84
1194,63140,5,13/05/2016,75,48.88,47.41
1194,68110,5,13/05/2016,36,61.84,58.13
1194,68120,5,13/05/2016,10,61.84,61.84
1194,68190,5,13/05/2016,18,61.84,60.60
1194,68230,5,13/05/2016,14,61.84,59.98
1194,70240,5,13/05/2016,44,122.70,115.34
1197,13110,5,13/05/2016,171,582.42,547.47
1326,38110,5,10/05/2016,210,31.55,30.92
1326,87110,5,10/05/2016,571,6.01,5.89
1326,102110,5,10/05/2016,50,928.53,872.82
1192,101110,4,09/05/2016,58,461.00,433.34
1192,104110,4,09/05/2016,30,889.02,835.68
1192,107110,4,09/05/2016,32,1359.72,1278.14
1192,111110,4,09/05/2016,150,180.63,169.79
1192,112110,4,09/05/2016,479,10.64,10.43
1192,115110,4,09/05/2016,369,10.71,10.50
1193,107110,5,13/05/2016,34,1359.72,1278.14
1192,9110,4,16/05/2016,1089,13.22,12.43
1192,21110,4,16/05/2016,232,40.65,39.43
1192,22110,4,16/05/2016,241,17.65,17.30
1192,31110,4,16/05/2016,391,16.29,15.96
1192,33110,4,16/05/2016,156,29.44,28.85
1192,37110,4,16/05/2016,26,52.15,52.15
1192,68250,4,16/05/2016,44,61.84,58.13
1192,69110,4,16/05/2016,21,110.00,103.40
1192,88110,4,16/05/2016,299,7.00,6.86
1192,97110,4,16/05/2016,96,35.00,33.95
1192,103110,4,16/05/2016,41,532.75,500.79
1192,110110,4,16/05/2016,163,88.75,83.43
1192,113110,4,16/05/2016,568,12.81,12.30
1192,9110,4,11/05/2016,1089,13.22,12.43
1192,17110,4,11/05/2016,420,90.09,84.68
1192,21110,4,11/05/2016,218,40.65,39.43
1192,22110,4,11/05/2016,232,17.65,17.30
1192,28110,4,11/05/2016,528,33.59,32.58
1192,29110,4,11/05/2016,302,73.50,69.09
1192,68250,4,11/05/2016,44,61.84,58.13
1192,69110,4,11/05/2016,42,110.00,103.40
1192,88110,4,11/05/2016,290,7.00,6.86
1192,93110,4,11/05/2016,936,5.00,4.90
1192,95110,4,11/05/2016,770,6.00,5.88
1192,97110,4,11/05/2016,99,35.00,33.95
1192,103110,4,11/05/2016,40,532.75,500.79
1192,113110,4,11/05/2016,561,12.81,12.30
1195,46110,5,12/05/2016,232,74.00,69.56
1195,47110,5,12/05/2016,161,65.00,61.10
1195,48110,5,12/05/2016,257,110.00,103.40
1195,49110,5,12/05/2016,89,33.00,33.00
1195,57110,5,12/05/2016,207,80.00,75.20
1195,58110,5,12/05/2016,140,79.98,75.18
1195,59110,5,12/05/2016,88,59.99,58.19
1195,60110,5,12/05/2016,321,20.00,19.40
1195,61110,5,12/05/2016,443,40.00,38.00
1195,47110,5,10/06/2016,150,65.00,61.10
1195,48110,5,10/06/2016,207,110.00,103.40
1195,49110,5,10/06/2016,69,33.00,33.00
1195,57110,5,10/06/2016,167,80.00,75.20
1195,58110,5,10/06/2016,120,79.98,75.18
1195,59110,5,10/06/2016,90,59.99,58.79
1195,60110,5,10/06/2016,245,20.00,19.60
1195,61110,5,10/06/2016,457,40.00,38.80
1195,62110,5,10/06/2016,310,80.00,75.20
1192,102110,4,15/06/2016,50,928.53,872.82
1192,104110,4,15/06/2016,33,889.02,835.68
1192,105110,4,15/06/2016,52,1271.08,1194.82
1192,109110,4,15/06/2016,487,76.86,72.25
1192,111110,4,15/06/2016,140,180.63,169.79
1192,113110,4,15/06/2016,518,12.81,12.43
1192,12110,4,07/06/2016,22,650.89,650.89
1192,32110,4,07/06/2016,22,27.37,27.37
1192,82110,4,07/06/2016,476,32.72,32.07
1192,93110,4,07/06/2016,879,5.00,4.90
1192,95110,4,07/06/2016,907,6.00,5.88
1192,3110,5,07/06/2016,446,23.80,23.32
1192,5110,5,07/06/2016,478,54.93,53.28
1192,16110,5,07/06/2016,1326,2.06,1.96
1192,23110,5,07/06/2016,171,104.48,98.21
1192,32110,5,07/06/2016,242,27.37,26.55
1192,79110,5,07/06/2016,73,134.11,126.06
1192,88110,5,07/06/2016,257,7.00,6.86
1192,89110,5,07/06/2016,532,7.00,6.86
1192,97110,5,07/06/2016,92,35.00,34.30
1192,101110,5,07/06/2016,53,461.00,433.34
1192,106110,5,07/06/2016,53,696.00,654.24
1192,108110,5,07/06/2016,25,910.82,856.17
1192,114110,5,07/06/2016,52,219.30,206.14
1197,86110,5,13/06/2016,901,6.00,5.88
1197,92110,5,13/06/2016,568,5.00,4.90
1197,96110,5,13/06/2016,93,23.00,23.00
1194,63130,5,13/06/2016,57,48.88,47.41
1194,63140,5,13/06/2016,56,48.88,47.41
1194,68110,5,13/06/2016,31,61.84,58.75
1194,68120,5,13/06/2016,9,61.84,60.60
1194,68200,5,13/06/2016,28,61.84,59.37
1194,68220,5,13/06/2016,29,61.84,59.37
1194,69110,5,13/06/2016,42,110.00,103.40
1194,70240,5,13/06/2016,39,122.70,115.34
1194,83110,5,13/06/2016,79,96.44,90.65
1326,87110,5,07/06/2016,541,6.01,5.89
1192,15110,4,13/06/2016,23,831.88,790.29
1192,16110,4,13/06/2016,1107,2.06,1.96
1192,21110,4,13/06/2016,232,40.65,39.43
1192,23110,4,13/06/2016,162,104.48,98.21
1192,32110,4,13/06/2016,260,27.37,26.55
1192,36110,4,13/06/2016,271,34.90,33.85
1192,37110,4,13/06/2016,27,52.15,52.15
1192,40110,4,13/06/2016,404,27.81,27.25
1192,88110,4,13/06/2016,246,7.00,6.86
1192,101110,4,13/06/2016,52,461.00,433.34
1192,106110,4,13/06/2016,52,696.00,654.24
1192,108110,4,13/06/2016,24,910.82,856.17
1192,114110,4,13/06/2016,50,219.30,206.14
1189,67110,4,13/06/2016,12,294.38,288.49
1189,75110,4,13/06/2016,141,119.69,112.51
1194,63130,5,07/06/2016,66,48.88,47.41
1194,63140,5,07/06/2016,65,48.88,47.41
1194,68110,5,07/06/2016,33,61.84,58.75
1194,68120,5,07/06/2016,18,61.84,60.60
1194,68190,5,07/06/2016,18,61.84,61.84
1194,68200,5,07/06/2016,30,61.84,59.37
1194,68220,5,07/06/2016,31,61.84,59.37
1194,68230,5,07/06/2016,43,61.84,59.98
1194,68240,5,07/06/2016,25,61.84,60.60
1194,68250,5,07/06/2016,46,61.84,59.98
1194,69110,5,07/06/2016,23,110.00,103.40
1194,69120,5,07/06/2016,11,110.00,110.00
1194,70240,5,07/06/2016,43,122.70,115.34
1194,71110,5,07/06/2016,17,95.62,95.62
1194,72110,5,07/06/2016,6,148.30,148.30
1194,83110,5,07/06/2016,85,96.44,90.65
1192,102110,4,21/07/2016,44,928.53,872.82
1192,103110,4,21/07/2016,32,532.75,500.79
1192,104110,4,21/07/2016,30,889.02,835.68
1192,105110,4,21/07/2016,49,1271.08,1194.82
1192,106110,4,21/07/2016,54,696.00,654.24
1192,112110,4,21/07/2016,528,10.64,10.32
1194,63130,5,12/07/2016,58,48.88,47.41
1194,63140,5,12/07/2016,70,48.88,47.41
1194,68110,5,12/07/2016,16,61.84,60.60
1194,68200,5,12/07/2016,29,61.84,60.60
1194,68220,5,12/07/2016,29,61.84,59.37
1194,68240,5,12/07/2016,25,61.84,60.60
1194,68250,5,12/07/2016,45,61.84,58.13
1194,69110,5,12/07/2016,37,110.00,103.40
1194,69120,5,12/07/2016,12,110.00,110.00
1194,71110,5,12/07/2016,16,95.62,93.71
1194,72110,5,12/07/2016,4,148.30,148.30
1192,15110,4,12/07/2016,29,831.88,831.88
1192,23110,4,12/07/2016,29,104.48,0.00
1192,37110,4,12/07/2016,29,52.15,52.15
1189,50110,4,18/07/2016,2163,4.00,3.80
1189,51110,4,18/07/2016,178,70.00,65.80
1326,38110,5,12/07/2016,183,31.55,30.92
1326,77110,5,12/07/2016,61,92.29,87.68
